x1 x2
-6.558626021392498506e-01 -2.878832513506823787e-02
-3.336262751253355474e-01 -2.251083852083885617e+00
-3.718459873917244196e-01 2.163949686017232032e+00
-1.459466520465925621e+00 2.444038366747368407e+00
3.100785556396050691e-01 1.034147416463258917e+00
1.795547041846316250e-01 -6.095938445328612509e-01
-1.239641218296427594e+00 -4.538998057623078175e-01
1.692261329268350822e+00 9.544800921236488156e-01
-1.287015930898195881e+00 3.973059992255029149e-01
-1.894466981769940550e-01 3.249427218867575462e-01
-1.599645379551001279e+00 1.114386125760645108e+00
3.409936706929707073e-01 4.498854002146377429e-01
1.275404070859172956e+00 8.163387503000618661e-01
4.630344500519742446e-01 1.230036829376689900e+00
-1.405360573216384967e+00 1.976922698771543363e+00
8.458277511021785600e-01 -7.277491203552624022e-01
7.943015589802135956e-01 6.297462434421309263e-01
1.276785216379314525e+00 -9.276316422468355860e-02
-1.487972586688816934e+00 1.266910587073037053e+00
-8.023970448963301250e-01 -4.888752188957264933e-01
-1.074954794063589292e+00 1.051636639382547367e+00
-5.106729206359458817e-02 6.318429351906563740e-01
1.801671680495038341e-01 -7.278568496305759528e-01
-1.622223918635694817e+00 -1.037329737346422309e+00
-1.688220388447810416e+00 6.117833285487169759e-01
-3.115855292911071661e-01 7.072690278211225534e-01
-2.215016343612173921e-01 7.419842255884858684e-01
1.196348507976058712e-01 -1.509402798353706832e+00
6.672472806322005123e-01 -2.926110291275628716e-01
9.737205058399699409e-01 -1.685964837817141682e+00
-6.803736257741972437e-01 1.577434337412147114e+00
-8.038035789600644909e-01 9.957717505374716893e-01
8.861166106254482200e-01 4.629870872793352410e-01
-8.181489462091767750e-01 1.033747228306006072e+00
-1.320619910132506458e+00 5.336663568276650560e-01
9.525956410278350051e-01 8.492256032942020472e-01
-7.750152104700829270e-01 1.859960463578909651e-01
-1.302071693713242606e+00 6.524993843564956819e-01
-5.534372353326044713e-01 7.520433794550390738e-01
7.070968062463588444e-01 -1.891604991896854715e-01
1.227475061640111331e+00 1.094701034420856534e+00
-1.072435681779570604e+00 -8.570358096648733603e-01
-2.214868180793174712e-01 1.253645950557088717e+00
-4.640165493016538134e-01 1.236235292652777318e+00
1.002307589468444560e+00 1.671084777688105483e+00
3.981529815725079469e-01 -2.706087475493653693e-01
-9.256227767863905997e-02 4.321810174210797828e-01
-1.195268573718422239e-01 8.107863030641709878e-02
1.012247085565166627e+00 2.666371458436033848e+00
-6.085680275471778700e-01 1.869085924207325888e+00
4.201472798851729751e-01 -8.176426792760993489e-02
-1.799762970169504761e-01 9.530606049704346550e-01
-1.859712360460314129e-01 1.324224544714137419e+00
-1.623625877345233670e+00 8.677727654471657504e-01
1.072034191559421812e+00 8.157769238122967170e-01
7.520576386556852011e-01 -2.398602131312932428e-01
-1.187678697554810370e+00 1.498567494610554274e+00
6.557231300074197744e-01 5.628659414942537298e-01
1.512020659348927154e+00 2.011711343606220392e+00
2.346544335994921460e-01 1.479943914079734801e+00
1.501445246114755161e+00 2.690863405102772443e-03
-7.641659461696357347e-01 -5.257156586276647836e-01
-1.006504335564325503e+00 1.609849753041874054e+00
3.719291318012284964e-01 9.149590625758624585e-01
6.001968825488473991e-02 2.428409383346924466e-01
9.763812080774965374e-02 1.837226201722619745e+00
1.492235910906837493e+00 -4.766565233608438534e-01
-3.415116005184354320e-01 6.958672983996614381e-01
-1.220248491030303084e+00 5.328973218535383305e-01
9.545694493418298288e-02 6.543057142350678923e-01
1.162171669535934093e-01 1.587450751596403364e+00
7.745437039954184977e-01 3.014917754986837561e+00
-1.289286479908280936e-01 1.231014520842472315e+00
1.713332124668854206e+00 5.618648109238116861e-02
-2.141908440372143341e-01 1.789960253237238286e-01
-9.722331030036085453e-01 5.709010544149610844e-01
-8.656670132777365412e-01 9.203701568609378159e-01
-1.163010839655290507e+00 -2.565181376677903025e-01
2.650439807123867730e-01 -4.232823096718321132e-01
7.684534442492778616e-01 -1.735912645528236986e-02
-1.549955882643934135e-01 -4.474579629523809388e-01
-9.922882644636813465e-01 8.196702536156076357e-01
3.004744303112398263e-01 -9.647909808111980734e-01
5.185490579330002126e-01 2.265397284022513169e+00
-1.093453458814544144e+00 1.547618562286018573e+00
9.459562984741044789e-02 8.341516365491237206e-01
-2.430869236206574246e-01 1.778748053121051109e+00
1.740213134148581031e-01 1.615719222881052408e+00
-1.604117125739682903e+00 -2.701947212731672376e-01
5.728191021106414649e-01 5.505224289901098356e-01
-1.438568761054124234e+00 -6.966558530318067710e-02
1.146086950188808018e+00 8.980919590426755805e-01
-3.015687715838001881e-01 -1.297564366268054492e+00
9.767252800933626800e-01 -2.451526825142089194e+00
-4.624181768966278971e-01 -8.833650863529052266e-01
1.212377568592783561e+00 6.686336649527595544e-01
6.936233679631965687e-01 -7.381536256417995379e-01
1.149316052293685386e+00 1.294131184165648207e+00
-2.466835240129770512e-01 -3.554828763403818925e-01
1.592187996866743782e-01 2.183748554622939597e-01
1.034676591648180155e+00 -1.076058390868531944e+00
4.171790034444027295e-01 -7.753227711739787420e-01
-5.162098655844046258e-01 1.207706190767449783e+00
-6.754642473511267287e-02 -6.956160090416267927e-01
1.478884836398533853e+00 1.419135703812214988e+00
1.279907012610561168e+00 5.736190182033445994e-01
-5.642082728899814326e-01 6.265904618382818203e-01
-8.263075021427339628e-01 1.667137332292445651e+00
-1.341045822387256337e+00 3.644122659889116100e+00
1.678295183813140135e+00 4.148222489748573105e-01
1.167183191534236775e+00 -5.155389606317115625e-01
1.198593469401042777e-01 3.046229062774085117e-01
-3.220155694062714069e-01 -5.395449723056522373e-01
-1.140086718675860311e+00 -1.115489341612631913e+00
-1.306612677314967774e+00 1.846454815376441516e-01
-6.981234297422399537e-01 6.223994573731587154e-01
-1.390154258708827140e+00 5.278854059047415337e-01
1.159459923192417002e-01 1.813336204353220849e+00
1.107771305313310917e+00 -1.515647759635604164e+00
-1.298895862645885968e+00 4.756209178618169275e-01
-1.183186940247682228e+00 6.038357698076752822e-01
9.494144692238206673e-01 1.815410146868644325e+00
7.541935794087539779e-02 2.470152283422308859e+00
-6.761421050370964858e-01 -6.161565786297282799e-01
-1.135933659916905869e+00 3.991674092095393034e-01
2.103902752896377459e-01 2.932499343302067629e+00
-4.260064944270212650e-01 2.822812064852286418e-01
1.365956937390476300e+00 1.473378192606734194e+00
1.662611464251251947e+00 8.625437768985054765e-01
1.122951575516520251e+00 4.927430456441786455e-01
1.717712082449637023e+00 2.681663258939004368e-02
1.110560389267053250e+00 1.032862269523658894e+00
1.230751122812596243e+00 1.258164875475570987e+00
6.408312748217778743e-02 4.258902872482623891e-01
1.039923758516865471e+00 2.532754032539561995e-01
1.652052382801710850e+00 -6.927146450941388256e-01
-1.300784188485422099e+00 2.020440076999808987e+00
2.350899763556579536e-01 1.527821871501305884e+00
6.593794483076867441e-02 -8.545089157725502815e-01
1.438105153083120813e+00 9.404124786604515229e-01
2.765592428179862450e-02 1.127169221336243199e+00
-9.365159529875487499e-01 -1.596201532845319404e-01
1.049664531475233309e+00 8.350057395356296208e-01
2.805377966719034277e-01 9.402266997785156954e-01
-8.972423759458726666e-02 4.970247220394283238e-01
-1.172917967401160722e+00 2.162329538158843434e+00
8.873679757726257167e-01 1.111097116965872988e+00
8.038590833491404686e-01 1.736916673771598529e-01
-1.545611433169095550e+00 1.877223489153500902e+00
7.356319914940888660e-01 8.760953546033085626e-01
7.359263155233093379e-01 2.893941581473590485e+00
4.062684790844603433e-02 2.291475241662727313e+00
1.115393421513572347e+00 1.438268032073914515e+00
1.562354084668411136e-01 -9.168534779002637247e-01
-1.244607872335105947e+00 -1.498690718077839490e+00
8.064649056201013133e-01 1.615317417557355362e-01
-7.687393512869654666e-01 1.143118052458484413e-01
-1.505502493780844109e+00 5.726359991215577150e-01
8.623853478934927486e-01 1.055631204132539747e+00
3.964495165714514435e-01 1.220016546304177218e+00
5.698962459973927475e-01 6.041201080321698669e-01
9.244523608805997883e-01 -1.569977679155371675e+00
1.471732309930690930e+00 9.346896428479339880e-02
-2.712861670487676791e-01 -4.750305622589133803e-01
1.083345486567879545e+00 8.471851889360071386e-01
1.484719108365027518e+00 2.033139487847489768e+00
